ID,Gender
3008,man
660,man
627,man
1808,man
3152,man
2026,man
596,man
3131,man
19,man
3416,man
1564,man
1989,man
835,man
1861,man
648,man
584,man
1193,man
696,man
1221,man
1501,man
720,man
437,man
2209,man
1127,man
1212,man
1781,man
1843,man
2002,man
830,man
3,man
151,man
1111,man
466,man
3002,man
194,man
1201,man
1844,man
581,man
634,man
1108,man
677,man
129,man
1667,man
2177,man
1160,man
275,man
2115,man
1997,man
3422,man
2961,man
2040,man
133,man
430,man
2921,man
57,man
1940,man
1933,man
2917,man
1441,man
670,man
1956,man
1683,man
224,man
3018,man
1216,man
27,man
2172,man
638,man
1631,man
494,man
629,man
664,man
640,man
1502,man
3079,man
2922,man
504,man
1968,man
183,man
1811,man
10,man
254,man
2170,man
2948,man
464,man
1790,man
3060,man
2054,man
1671,man
286,man
1136,man
269,man
633,man
2120,man
642,man
1196,man
605,man
2212,man
395,man
2915,man
222,man
1165,man
473,man
3091,man
685,man
1802,man
261,man
2097,man
1144,man
697,man
484,man
1828,man
190,man
213,man
1442,man
922,man
1140,man
468,man
892,man
258,man
1621,man
1332,man
597,man
159,man
1365,man
900,man
403,man
678,man
1896,man
1526,man
3254,man
2160,man
39,man
2036,man
497,man
171,man
647,man
380,man
2078,man
181,man
914,man
2014,man
1887,man
1536,man
1706,man
240,man
1979,man
588,man
733,man
1855,man
424,man
1513,man
2100,man
1468,man
2042,man
2058,man
161,man
632,man
232,man
1643,man
889,man
144,man
3216,man
489,man
713,man
87,man
3044,man
1676,man
1498,man
2965,man
18,man
268,man
737,man
2952,man
2205,man
858,man
2924,man
650,man
1232,man
2094,man
1925,man
1158,man
620,man
818,man
1493,man
2224,man
693,man
79,man
1434,man
3138,man
1129,man
440,man
727,man
1448,man
149,man
3153,man
838,man
479,man
1851,man
1592,man
716,man
145,man
1957,man
1591,man
205,man
1832,man
1701,man
646,man
3065,man
1973,man
3208,man
1166,man
2066,man
871,man
50,man
672,man
1164,man
2223,man
480,man
2077,man
1452,man
62,man
1948,man
84,man
1944,man
2068,man
214,man
1747,man
1874,man
2966,man
2111,man
454,man
1539,man
41,man
210,man
2044,man
902,man
3071,man
404,man
202,man
1737,man
1807,man
1571,man
834,man
710,man
135,man
420,man
530,man
13,man
6,man
25,man
734,man
905,man
3017,man
2923,man
2919,man
2173,man
1894,man
1864,man
1409,man
51,man
3035,man
1237,man
915,man
234,man
628,man
423,man
2112,man
1974,man
1135,man
659,man
1614,man
2182,man
1563,man
1483,man
3155,man
399,man
2145,man
682,man
3062,man
586,man
743,man
2046,man
673,man
461,man
1932,man
702,man
1632,man
162,man
1782,man
455,man
684,man
880,man
1804,man
3061,man
156,man
1878,man
1120,man
3159,man
2000,man
807,man
916,man
665,man
1147,man
1692,man
2061,man
1977,man
3009,man
1900,man
24,man
3143,man
192,man
2980,man
2940,man
2033,man
131,man
604,man
666,man
1415,man
3202,man
1517,man
1658,man
3078,man
1909,man
3084,man
1992,man
580,man
209,man
708,man
52,man
1457,man
1531,man
1405,man
636,man
3253,man
1367,man
1964,man
1684,man
14,man
1231,man
884,man
447,man
920,man
888,man
3141,man
2157,man
721,man
78,man
444,man
675,man
2226,man
2098,man
2080,man
1473,man
1460,man
840,man
2137,man
1565,man
1477,man
3085,man
2918,man
487,man
1748,man
1881,man
486,man
1567,man
1206,man
1449,man
432,man
674,man
1806,man
187,man
730,man
2123,man
700,man
233,man
1942,man
3232,man
1943,man
246,man
2011,man
711,man
451,man
607,man
1122,man
1879,man
1179,man
1557,man
53,man
872,man
160,man
735,man
595,man
611,man
1217,man
877,man
2204,man
1622,man
2215,man
1112,man
516,man
2998,man
828,man
865,man
3124,man
3093,man
1929,man
216,man
2970,man
612,man
881,man
1396,man
4,man
1936,man
656,man
2185,man
76,man
1978,man
1219,man
3266,man
412,man
387,man
1585,man
1403,man
593,man
614,man
221,man
143,man
394,man
12,man
2053,man
1500,man
1916,man
856,man
590,man
820,man
1362,man
842,man
1628,man
2136,man
428,man
256,man
1189,man
626,man
1986,man
1695,man
2048,man
1439,man
2211,man
29,man
1336,man
622,man
264,man
2132,man
2196,man
2063,man
1352,man
72,man
2114,man
32,man
2956,man
827,man
695,man
452,man
1438,man
1106,man
3076,man
740,man
2195,man
1627,man
235,man
3059,man
393,man
456,man
3066,man
1142,man
126,man
1146,man
895,man
55,man
1928,man
38,man
1195,man
35,man
146,man
88,man
1229,man
270,man
3090,man
2158,man
1877,man
1853,man
831,man
1370,man
416,man
507,man
616,man
82,man
921,man
847,man
1371,man
2222,man
1608,man
2225,man
2129,man
165,man
1644,man
2981,man
54,man
535,man
1562,man
2960,man
198,man
1180,man
1930,man
2110,man
689,man
215,man
2962,man
15,man
1512,man
582,man
3063,man
862,man
1543,man
624,man
2051,man
1107,man
1800,man
608,man
1525,man
579,man
218,man
1610,man
1903,man
391,man
861,man
1810,man
1570,man
1476,man
850,man
657,man
652,man
180,man
2035,man
3241,man
826,man
669,man
1459,man
1965,man
522,man
876,man
64,man
2149,man
1819,man
2031,man
1386,man
2060,man
1338,man
137,man
3165,man
739,man
483,man
1646,man
1679,man
2206,man
3067,man
686,man
725,man
910,man
577,man
8,man
1762,man
1961,man
43,man
2183,man
1503,man
890,man
654,man
1648,man
651,man
68,man
1696,man
1238,man
631,man
197,man
1456,man
2148,man
1884,man
1661,man
3056,man
1178,man
1392,man
1993,man
265,man
150,man
3081,man
821,man
2071,man
1478,man
1544,man
377,man
1680,man
589,man
1170,man
868,man
867,man
3075,man
498,man
1611,man
1885,man
1474,man
1511,man
49,man
1921,man
1664,man
295,man
1141,man
3023,man
1833,man
1717,man
376,man
1475,man
857,man
909,man
1424,man
1185,man
2154,man
1598,man
3121,man
2161,man
2135,man
706,man
591,man
1491,man
490,man
175,man
273,man
870,man
1573,man
34,man
37,man
1849,man
1613,man
1230,man
503,man
1616,man
510,man
152,man
3242,man
247,man
136,man
2216,man
28,man
854,man
913,man
726,man
1609,man
250,man
1148,man
436,man
1347,man
2993,man
1590,man
141,man
125,man
170,man
643,man
1846,man
1981,man
242,man
173,man
434,man
1895,man
1640,man
1967,man
3094,man
2073,man
1619,man
1,man
3012,man
1703,man
829,man
1863,man
690,man
164,man
707,man
3139,man
537,man
512,man
1687,man
813,man
2034,man
1530,man
1666,man
2,man
502,man
1139,man
147,man
1470,man
167,man
255,man
683,man
1191,man
2045,man
3217,man
896,man
2113,man
179,man
1860,man
1419,man
2131,man
7,man
1202,man
31,man
1924,man
592,man
691,man
1642,man
280,man
845,man
139,man
3259,man
482,man
1697,man
169,man
2957,man
1516,man
1682,man
1116,man
3122,man
2032,man
1707,man
474,man
44,man
1691,man
60,man
271,man
2095,man
3087,man
2155,man
2092,man
217,man
2166,man
1209,man
148,man
3080,man
22,man
806,man
1630,man
899,man
1845,man
465,man
2030,man
1437,man
1837,man
450,man
837,man
1825,man
3114,man
576,man
738,man
153,man
538,man
2194,man
729,man
2201,man
2200,man
536,man
2082,man
698,man
667,man
1594,man
1556,man
243,man
742,man
1931,man
61,man
1972,man
1357,man
1152,man
2203,man
736,man
663,man
1234,man
3156,man
9,man
445,man
1685,man
1519,man
2116,man
1812,man
1935,man
844,man
81,man
680,man
48,man
1113,man
1994,man
1548,man
20,man
260,man
401,man
469,man
485,man
585,man
238,man
1809,man
1109,man
1389,man
1387,man
46,man
1341,man
520,woman
756,woman
1752,woman
2151,woman
2018,woman
875,woman
775,woman
515,woman
1547,woman
2057,woman
142,woman
776,woman
3137,woman
1784,woman
748,woman
2165,woman
1348,woman
77,woman
541,woman
2138,woman
3151,woman
2162,woman
3036,woman
1829,woman
749,woman
1934,woman
2050,woman
885,woman
769,woman
873,woman
108,woman
794,woman
1823,woman
1660,woman
118,woman
864,woman
1971,woman
2023,woman
763,woman
553,woman
2988,woman
1982,woman
1946,woman
433,woman
2021,woman
3119,woman
223,woman
1398,woman
1659,woman
878,woman
757,woman
398,woman
121,woman
200,woman
93,woman
1842,woman
2041,woman
751,woman
1225,woman
2010,woman
571,woman
3043,woman
1233,woman
1835,woman
90,woman
98,woman
767,woman
1949,woman
107,woman
1688,woman
852,woman
3168,woman
248,woman
413,woman
514,woman
1653,woman
421,woman
1527,woman
193,woman
800,woman
99,woman
2039,woman
1952,woman
779,woman
795,woman
1716,woman
2090,woman
882,woman
583,woman
1969,woman
1675,woman
2208,woman
2169,woman
2159,woman
1569,woman
2214,woman
1818,woman
1333,woman
2972,woman
1710,woman
95,woman
709,woman
2130,woman
771,woman
799,woman
3074,woman
764,woman
97,woman
1699,woman
1867,woman
1339,woman
3038,woman
568,woman
1391,woman
106,woman
765,woman
1913,woman
1159,woman
3007,woman
1868,woman
860,woman
2075,woman
1153,woman
788,woman
245,woman
1560,woman
545,woman
833,woman
1435,woman
501,woman
439,woman
1689,woman
544,woman
75,woman
1805,woman
1228,woman
406,woman
2119,woman
1649,woman
3239,woman
2220,woman
3041,woman
524,woman
798,woman
558,woman
550,woman
2070,woman
2989,woman
1759,woman
1824,woman
1755,woman
2978,woman
554,woman
1521,woman
630,woman
3248,woman
204,woman
1904,woman
3031,woman
225,woman
780,woman
3033,woman
1910,woman
753,woman
762,woman
796,woman
1854,woman
111,woman
552,woman
3011,woman
1657,woman
1488,woman
163,woman
89,woman
69,woman
206,woman
768,woman
3134,woman
2124,woman
567,woman
573,woman
1963,woman
2939,woman
472,woman
1826,woman
1351,woman
3180,woman
789,woman
1749,woman
2117,woman
1836,woman
2213,woman
559,woman
2022,woman
1892,woman
2180,woman
540,woman
531,woman
441,woman
759,woman
392,woman
546,woman
1417,woman
1656,woman
1422,woman
3025,woman
3024,woman
471,woman
778,woman
2029,woman
1654,woman
1650,woman
761,woman
3167,woman
1375,woman
1709,woman
112,woman
534,woman
113,woman
2028,woman
1893,woman
1756,woman
1131,woman
3021,woman
1194,woman
417,woman
262,woman
1911,woman
557,woman
766,woman
475,woman
770,woman
1890,woman
422,woman
511,woman
120,woman
1883,woman
1834,woman
784,woman
2084,woman
2001,woman
101,woman
1561,woman
1876,woman
259,woman
3051,woman
760,woman
1615,woman
1669,woman
1838,woman
1549,woman
100,woman
2175,woman
1346,woman
555,woman
3020,woman
719,woman
1983,woman
2052,woman
1618,woman
1663,woman
543,woman
119,woman
1374,woman
2994,woman
2186,woman
569,woman
1947,woman
2004,woman
3032,woman
431,woman
3000,woman
2056,woman
1891,woman
587,woman
1937,woman
1958,woman
2227,woman
2139,woman
1123,woman
570,woman
1953,woman
446,woman
2007,woman
116,woman
746,woman
782,woman
563,woman
2006,woman
853,woman
1380,woman
1966,woman
2020,woman
58,woman
3010,woman
773,woman
793,woman
533,woman
2189,woman
556,woman
755,woman
1801,woman
2955,woman
3125,woman
2973,woman
2143,woman
2127,woman
74,woman
745,woman
1712,woman
435,woman
1995,woman
774,woman
1538,woman
2192,woman
754,woman
1652,woman
792,woman
211,woman
96,woman
2074,woman
384,woman
542,woman
750,woman
1540,woman
1484,woman
572,woman
2013,woman
2103,woman
2218,woman
2003,woman
2190,woman
1584,woman
1988,woman
1996,woman
388,woman
2062,woman
1906,woman
1188,woman
525,woman
2017,woman
2229,woman
1154,woman
2164,woman
2027,woman
56,woman
791,woman
3016,woman
1839,woman
1822,woman
114,woman
786,woman
122,woman
3046,woman
2015,woman
297,woman
2219,woman
3001,woman
463,woman
539,woman
2990,woman
184,woman
785,woman
115,woman
104,woman
429,woman
1990,woman
783,woman
3029,woman
787,woman
2153,woman
2986,woman
1713,woman
547,woman
1914,woman
1898,woman
110,woman
3154,woman
508,woman
1673,woman
500,woman
1897,woman
1698,woman
2083,woman
1951,woman
1394,woman
124,woman
92,woman
1662,woman
2047,woman
117,woman
2088,woman
411,woman
1751,woman
128,woman
1962,woman
1821,woman
2964,woman
1753,woman
1862,woman
467,woman
1651,woman
1520,woman
1870,woman
1199,woman
1575,woman
2118,woman
523,woman
772,woman
2191,woman
1831,woman
1708,woman
1416,woman
744,woman
1390,woman
103,woman
1559,woman
227,woman
2968,woman
2024,woman
274,woman
551,woman
1427,woman
1758,woman
1939,woman
1954,woman
1412,woman
2997,woman
2176,woman
2938,woman
565,woman
2076,woman
94,woman
3042,woman
2146,woman
566,woman
549,woman
752,woman
1186,woman
528,woman
518,woman
1672,woman
758,woman
781,woman
123,woman
241,woman
1714,woman
1515,woman
386,woman
2967,woman
904,woman
138,woman
91,woman
492,woman
747,woman
3169,woman
1306,woman
869,woman
1705,woman
491,woman
1970,woman
3039,woman
2125,woman
2049,woman
1938,woman
825,woman
3015,woman
1871,woman
105,woman
519,woman
564,woman
1542,woman
2005,woman
836,woman
3047,woman
2983,woman
1110,woman
3030,woman
402,woman
866,woman
917,woman
1588,woman
2105,woman
846,woman
2043,woman
574,woman
1177,woman
102,woman
1711,woman
562,woman
2067,woman
797,woman
907,woman
1998,woman
3037,woman
529,woman
220,woman
109,woman
267,woman
385,woman
526,woman
777,woman
790,woman
548,woman
560,woman
1693,woman
817,woman
824,man
832,woman
1865,woman
